metascore,rotten_tomatoes_rating,meta_critic_rating,budget,metascore_missing,rotten_tomatoes_rating_missing,meta_critic_rating_missing,budget_missing,total_wins,total_noms,oscar_wins,oscar_noms,bafta_wins,bafta_noms,release_date,release_year,release_month,release_day,is_weekend,is_holiday_season,movie_age,production_country_name,spoken_languages,first_billing_actor,second_billing_actor,third_billing_actor,main_director,main_writer,secondary_writer,imdb_rating,imdb_votes,title,tmdb_vote_count,tmdb_vote_average,genre_names,runtime_in_min,tmdb_popularity,production_company_name,age_rating
11.634658875446178,81.0,11.71985733315322,4500000.0,1,0,1,0,5,4,0,0,0,0,1956-06-27,1956,6,27,0,1,69,United States of America,English,Gregory Peck,Richard Basehart,Leo Genn,John Huston,Ray Bradbury,John Huston,7.3,22658.0,Moby Dick,420,7.0,"Adventure, Drama",116.0,17.683,"Moulin Productions Inc., Warner Bros. Pictures",Approved
67.0,66.0,67.0,20000000.0,0,0,0,0,9,6,0,0,0,0,1997-03-21,1997,3,21,1,0,28,United States of America,"Spanish,English",Jennifer Lopez,Edward James Olmos,Jon Seda,Gregory Nava,Gregory Nava,Missing_data,6.9,32366.0,Selena,1226,7.7,"Drama, Music, History",127.0,17.958,"Esparza / Katz Productions, Q Productions",PG
87.0,100.0,87.0,14458484.501857165,0,0,0,1,27,25,0,0,0,0,2010-05-13,2010,5,13,0,0,15,"France,Others",Others,Yun Jeong-hie,Lee Da-wit,Kim Hee-ra,Lee Chang-dong,Lee Chang-dong,Missing_data,7.8,13889.0,Poetry,307,7.6,Drama,139.0,7.495,"UniKorea Pictures, Pinehouse Film, Next Entertainment World, Diaphana Edition Video, Diaphana Films, KT Capital Corporation, Finecut",TV-PG
10.267939389196863,13.738608063981962,9.77512261811438,12486439.08486537,1,1,1,1,0,0,0,0,0,0,2013-11-21,2013,11,21,0,1,12,Others,Italian,Guglielmo Scilla,Frank Matano,Luca Peracino,Paolo Ruffini,Giovanni Bognetti,Guido Chiesa,2.8,1252.0,Brain Drain,437,3.9,Comedy,100.0,5.766,"Medusa Film, Colorado Film",R
11.453568196742426,57.0,11.513022384897985,1500000.0,1,0,1,0,2,9,0,0,0,0,1996-02-10,1996,2,10,1,0,29,Others,"English,Others",Jackie Chan,Jackson Lou,Annie Wu,Stanley Tong,Greg Mellott,Elliot Tong,6.6,23041.0,Police Story 4: First Strike,490,6.461,"Action, Adventure, Comedy, Crime, Drama, Thriller",107.0,15.747,Orange Sky Golden Harvest,PG-13
43.0,68.0,43.0,45000000.0,0,0,0,0,2,6,0,0,0,0,2021-03-25,2021,3,25,0,0,4,"Others,United States of America",English,Rose Byrne,Domhnall Gleeson,David Oyelowo,Will Gluck,Will Gluck,Patrick Burleigh,6.2,15418.0,Peter Rabbit 2: The Runaway,812,7.1,"Family, Adventure, Animation",93.0,25.89,"Columbia Pictures, Olive Bridge Entertainment, Animal Logic, MRC, 2.0 Entertainment",PG
71.0,81.0,71.0,15142434.59451502,0,0,0,1,3,27,0,0,0,0,2024-10-07,2024,10,7,0,0,1,Others,English,Julianne Moore,Tilda Swinton,John Turturro,Pedro Almodóvar,Pedro Almodóvar,Sigrid Nunez,7.0,9356.0,The Room Next Door,380,6.804,Drama,106.0,72.237,El Deseo,PG-13
34.0,14.0,34.0,90000000.0,0,0,0,0,1,4,0,0,0,0,2003-11-26,2003,11,26,0,1,22,United States of America,English,Eddie Murphy,Marsha Thomason,Jennifer Tilly,Rob Minkoff,David Berenbaum,Missing_data,5.2,58569.0,The Haunted Mansion,2046,5.674,"Thriller, Fantasy, Comedy, Family, Mystery",99.0,20.576,"Doom Buggy Productions, Walt Disney Pictures, Gunn Films",PG
84.0,93.0,84.0,1012153.0,0,0,0,0,30,25,30,0,0,0,2001-05-12,2001,5,12,1,0,24,"Others,France,United Kingdom,United States of America","English,Others,Italian,German,French",Branko Djuric,Rene Bitorajac,Filip Sovagovic,Danis Tanovic,Danis Tanovic,Missing_data,7.9,49335.0,No Man's Land,448,7.498,"Action, History, War",98.0,8.038,"Foundation Montecinema Verità, Counihan Villiers Productions, Noé Productions, Fabrica, Man's Films, Studio Maj, The Centre du Cinema et de l'Audiovisuel de la Communauté Française de Belgique, Télédistributeurs Wallons, Slovenian Film Fund, Eurimages, British Screen Finance Ltd, TPS Cinéma, Multivision, Canal + Belgique, Fondazione MonteCinemaVerità Locarno, Direction du Développement et de la Coopération (DDC), Département Fédéral des Affaires Etrangères, The European Co-Production Fund Limited, RTBF, RAI, United Artists, Metro-Goldwyn-Mayer",R
64.0,75.0,64.0,15000000.0,0,0,0,0,0,0,0,0,0,0,2009-02-18,2009,2,18,0,0,16,France,French,Cyril Raffaelli,David Belle,Philippe Torreton,Patrick Alessandrin,Luc Besson,Missing_data,6.5,46859.0,District 13: Ultimatum,1175,6.4,"Action, Thriller, Crime",101.0,15.197,"CinéCinéma, TF1 International, Sofica EuropaCorp, EuropaCorp, Canal+, CiBy 2000",R
66.0,61.0,66.0,2000000.0,0,0,0,0,1,0,0,0,0,0,2007-05-26,2007,5,26,1,0,18,"Canada,United States of America",English,Michelle Morgan,Joshua Close,Shawn Roberts,George A. Romero,George A. Romero,Missing_data,5.5,49889.0,Diary of the Dead,800,5.562,"Horror, Fantasy, Science Fiction, Thriller",96.0,8.694,"Artfire Films, Romero-Grunwald Productions, Voltage Pictures",R
56.0,51.0,56.0,70000000.0,0,0,0,0,0,5,0,0,0,0,2007-08-22,2007,8,22,0,0,18,"Germany,United States of America,United Kingdom","Others,English",Jamie Foxx,Chris Cooper,Jennifer Garner,Peter Berg,Matthew Michael Carnahan,Missing_data,7.0,134609.0,The Kingdom,1664,6.7,"Thriller, Action, Drama",110.0,20.074,"Universal Pictures, Forward Pass, Relativity Media, FilmWorks, MDBF Zweite Filmgesellschaft",R
83.0,93.0,83.0,5500000.0,0,0,0,0,18,6,18,0,0,0,1973-12-25,1973,12,25,0,1,52,United States of America,English,Paul Newman,Robert Redford,Robert Shaw,George Roy Hill,David S. Ward,Missing_data,8.3,287928.0,The Sting,2648,8.027,"Comedy, Crime, Drama",129.0,18.969,"Universal Pictures, The Zanuck/Brown Company, David Brown Productions",PG
35.0,26.0,35.0,90000000.0,0,0,0,0,9,6,0,0,0,0,2000-06-09,2000,6,9,1,1,25,United States of America,English,Nicolas Cage,Angelina Jolie,Giovanni Ribisi,Dominic Sena,H.B. Halicki,Scott Rosenberg,6.5,300895.0,Gone in Sixty Seconds,4495,6.4,"Action, Crime, Thriller",118.0,26.421,"Touchstone Pictures, Jerry Bruckheimer Films",PG-13
64.0,84.0,64.0,60000000.0,0,0,0,0,2,4,0,0,0,0,2009-04-17,2009,4,17,1,0,16,"France,United Kingdom,United States of America","Others,English,French",Russell Crowe,Rachel McAdams,Ben Affleck,Kevin Macdonald,Matthew Michael Carnahan,Tony Gilroy,7.1,163020.0,State of Play,1967,6.8,"Thriller, Crime, Mystery",127.0,16.593,"Andell Entertainment, Universal Pictures, Working Title Films, StudioCanal, Relativity Media",PG-13
33.0,25.0,33.0,27000000.0,0,0,0,0,0,4,0,0,0,0,2004-05-07,2004,5,7,1,0,21,"Others,United Kingdom,United States of America",English,Val Kilmer,LL Cool J,Christian Slater,Renny Harlin,Wayne Kramer,Kevin Brodbin,6.3,65091.0,Mindhunters,1189,6.467,"Mystery, Thriller, Crime",106.0,12.697,"Outlaw Victoria Productions Inc., Avenue Pictures, Weed Road Pictures, Intermedia, Egmond Film & Television, Dimension Films, Mindhunters (UK) Limited, Mindhunters Productie BV, Tonna Oy, Outlaw Productions",R
52.0,61.0,52.0,65000000.0,0,0,0,0,19,57,0,0,0,0,2007-03-07,2007,3,7,0,0,18,"United Kingdom,United States of America",English,Gerard Butler,Lena Headey,David Wenham,Zack Snyder,Zack Snyder,Kurt Johnstad,7.6,882751.0,300,13839,7.186,"Action, Adventure, War",116.0,56.5,"Virtual Studios, Legendary Pictures, Hollywood Gang Productions, Atmosphere Entertainment MM, Nimar Studios, Warner Bros. Pictures, Cruel & Unusual Films",R
77.0,86.0,77.0,110000000.0,0,0,0,0,89,131,89,0,0,0,2004-12-17,2004,12,17,1,1,21,"Germany,United States of America",English,Leonardo DiCaprio,Cate Blanchett,Kate Beckinsale,Martin Scorsese,John Logan,Missing_data,7.5,391524.0,The Aviator,5390,7.222,Drama,170.0,23.383,"Warner Bros. Pictures, Miramax, Initial Entertainment Group, Forward Pass, Appian Way, IMF",PG-13
82.0,92.0,82.0,11897144.847268172,0,0,0,1,1,49,0,0,0,0,2013-05-17,2013,5,17,1,0,12,"Others,United States of America",English,Greta Gerwig,Mickey Sumner,Adam Driver,Noah Baumbach,Noah Baumbach,Greta Gerwig,7.4,96942.0,Frances Ha,1642,7.381,"Comedy, Drama",86.0,16.827,"Scott Rudin Productions, RT Features, Pine District Pictures",R
49.0,45.0,49.0,50000000.0,0,0,0,0,1,4,0,0,0,0,2012-04-04,2012,4,4,0,0,13,United States of America,English,Jason Biggs,Alyson Hannigan,Seann William Scott,Jon Hurwitz,Jon Hurwitz,Hayden Schlossberg,6.7,226634.0,American Reunion,4440,6.296,Comedy,113.0,43.403,Universal Pictures,R
85.0,90.0,85.0,3800000.0,0,0,0,0,37,22,0,0,0,0,2007-09-27,2007,9,27,0,0,18,"Germany,Others","German,English,Others",Baki Davrak,Gürsoy Gemec,Cengiz Daner,Fatih Akin,Fatih Akin,Missing_data,7.7,34110.0,The Edge of Heaven,314,7.2,Drama,122.0,8.976,"Filmstiftung Nordrhein-Westfalen, Anka Film, Dorje Film, FilmFörderung Hamburg, NDR, Kulturelle Filmförderung Schleswig-Holstein, nordmedia",Not Rated
67.0,75.25706901138103,67.0,22000000.0,0,1,0,0,0,6,0,0,0,0,1999-06-28,1999,6,28,0,1,26,United States of America,"English,Italian",John Leguizamo,Adrien Brody,Mira Sorvino,Spike Lee,Spike Lee,Victor Colicchio,6.7,42406.0,Summer of Sam,465,6.5,"Crime, Drama, Thriller",142.0,14.54,"40 Acres and a Mule Filmworks, Touchstone Pictures",R
87.0,92.0,87.0,19500000.0,0,0,0,0,138,350,138,0,0,0,2017-12-01,2017,12,1,1,1,8,United States of America,"English,Others",Sally Hawkins,Octavia Spencer,Michael Shannon,Guillermo del Toro,Guillermo del Toro,Vanessa Taylor,7.3,455357.0,The Shape of Water,12217,7.2,"Drama, Fantasy, Romance",123.0,33.205,"Double Dare You, Fox Searchlight Pictures, Bull Productions, TSG Entertainment",R
52.0,52.68648452596622,52.0,26677490.00104691,0,1,0,1,0,0,0,0,0,0,2022-03-10,2022,3,10,0,0,3,"United Kingdom,United States of America","English,French,German",Chris Pine,Gillian Jacobs,Sander Thomas,Tarik Saleh,J.P. Davis,Missing_data,5.8,31345.0,The Contractor,919,6.4,"Action, Thriller",103.0,38.973,"Thunder Road, 30WEST, STXfilms, Ingenious Media, Icon Films",R
10.367860537234952,27.0,10.381548546299484,5400000.0,1,0,1,0,0,0,0,0,0,0,2017-02-14,2017,2,14,0,0,8,Others,Others,Anton Pampushnyy,Sanjar Madi,Sebastien Sisak,Sarik Andreasyan,Andrey Gavrilov,Missing_data,4.0,14767.0,Guardians,772,5.0,"Action, Adventure, Comedy, Fantasy, Science Fiction, Thriller",100.0,20.036,"Renovatio Entertainment, Enjoy Movies, Big Cinema House",Not Rated
75.0,80.0,75.0,22959589.631458305,0,0,0,1,8,17,0,0,0,0,2019-11-23,2019,11,23,1,1,6,"Others,France,United Kingdom","English,Others",George MacKay,Essie Davis,Nicholas Hoult,Justin Kurzel,Shaun Grant,Peter Carey,6.0,13775.0,True History of the Kelly Gang,320,5.92,"Crime, Drama, Western, Thriller",124.0,13.162,"Screen Australia, Daybreak Pictures, Film Victoria, Porchlight Films, Romulus Films, Film4 Productions, La Cinéfacture",R
40.0,42.0,40.0,4000000.0,0,0,0,0,2,2,0,0,0,0,2022-04-13,2022,4,13,0,0,3,United States of America,"English,Others",Mark Wahlberg,Mel Gibson,Jacki Weaver,Rosalind Ross,Rosalind Ross,Missing_data,6.5,32813.0,Father Stu,630,7.1,Drama,124.0,18.246,"Municipal Pictures, Palm Drive Productions",PG-13
42.0,36.0,42.0,10000000.0,0,0,0,0,0,3,0,0,0,0,1992-03-05,1992,3,5,0,0,33,"United Kingdom,Others,United States of America",English,Jeff Fahey,Pierce Brosnan,Jenny Wright,Brett Leonard,Stephen King,Brett Leonard,5.4,40365.0,The Lawnmower Man,750,5.6,"Science Fiction, Horror",108.0,19.222,"Allied Vision, New Line Cinema",R
65.0,73.0,65.0,23000000.0,0,0,0,0,3,21,3,1,0,0,2007-09-14,2007,9,14,1,0,18,United States of America,English,Tommy Lee Jones,Charlize Theron,Jonathan Tucker,Paul Haggis,Paul Haggis,Mark Boal,7.2,75734.0,In the Valley of Elah,998,6.8,"History, Drama, Thriller, Crime, Mystery",124.0,11.425,"Warner Independent Pictures, NALA Films, Summit Entertainment, Samuels Media, Blackfriars Bridge Films",R
10.863332472627492,53.14938438356833,10.904061556414117,12181050.819128264,1,1,1,1,0,0,0,0,0,0,2022-02-09,2022,2,9,0,0,3,France,French,Grégoire Ludig,David Marsais,Julien Pestel,Jonathan Barré,Grégoire Ludig,David Marsais,6.2,1555.0,The Wannabes,313,6.115,Comedy,102.0,5.262,Gaumont,R
78.0,87.0,78.0,250000000.0,0,0,0,0,45,103,0,0,45,1,2012-07-17,2012,7,17,0,1,13,"United Kingdom,United States of America",English,Christian Bale,Tom Hardy,Anne Hathaway,Christopher Nolan,Jonathan Nolan,Christopher Nolan,8.4,1875652.0,The Dark Knight Rises,22958,7.784,"Action, Crime, Drama, Thriller",165.0,77.12,"Syncopy, Legendary Pictures, DC Entertainment, Warner Bros. Pictures",PG-13
62.0,86.0,62.0,2500000.0,0,0,0,0,17,17,17,0,0,0,1963-05-28,1963,5,28,0,0,62,United States of America,English,Paul Newman,Melvyn Douglas,Patricia Neal,Martin Ritt,Irving Ravetch,Harriet Frank Jr.,7.8,24724.0,Hud,321,7.255,"Drama, Western",112.0,10.078,Paramount Pictures,Approved
61.0,77.0,61.0,20000000.0,0,0,0,0,2,0,0,0,0,0,2022-02-17,2022,2,17,0,0,3,United States of America,English,Channing Tatum,Ryder McLaughlin,Aavi Haas,Reid Carolin,Reid Carolin,Brett Rodriguez,6.5,48860.0,Dog,1590,7.3,"Drama, Comedy",101.0,24.078,"FilmNation Entertainment, Free Association, Metro-Goldwyn-Mayer",PG-13
47.0,64.0,47.0,85000000.0,0,0,0,0,3,12,0,0,0,0,2020-02-12,2020,2,12,0,0,5,"Others,United States of America",English,Ben Schwartz,James Marsden,Jim Carrey,Jeff Fowler,Pat Casey,Josh Miller,6.5,175100.0,Sonic the Hedgehog,9776,7.3,"Action, Science Fiction, Comedy, Family",99.0,135.851,"Original Film, Blur Studio, Marza Animation Planet, Paramount Pictures, SEGA, SEGA of America",PG
44.0,41.0,44.0,18000000.0,0,0,0,0,0,0,0,0,0,0,1982-06-18,1982,6,18,1,1,43,United States of America,"Others,English",Clint Eastwood,Freddie Jones,David Huffman,Clint Eastwood,Alex Lasker,Wendell Wellman,5.9,29888.0,Firefox,559,6.0,"Science Fiction, Action, Adventure, Thriller",136.0,11.038,Malpaso Productions,PG
36.0,19.0,36.0,125000000.0,0,0,0,0,2,2,0,0,0,0,2016-12-21,2016,12,21,0,1,9,"France,United Kingdom,United States of America","English,Others,Spanish",Michael Fassbender,Marion Cotillard,Jeremy Irons,Justin Kurzel,Michael Lesslie,Adam Cooper,5.6,212188.0,Assassin's Creed,7760,5.427,"Action, Adventure, Science Fiction",116.0,21.122,"New Regency Pictures, The Kennedy/Marshall Company, Ubisoft Film & Television, DMC Film",PG-13
66.0,77.0,66.0,1000000.0,0,0,0,0,32,26,32,2,0,0,2005-02-14,2005,2,14,0,0,20,United States of America,"Spanish,English",Felicity Huffman,Kevin Zegers,Fionnula Flanagan,Duncan Tucker,Duncan Tucker,Missing_data,7.4,42727.0,Transamerica,473,7.1,"Drama, Adventure, Comedy",103.0,6.96,Belladonna Productions,R
29.0,12.0,29.0,26000000.0,0,0,0,0,0,0,0,0,0,0,2014-10-15,2014,10,15,0,0,11,United States of America,English,James Marsden,Michelle Monaghan,Luke Bracey,Michael Hoffman,Nicholas Sparks,Will Fetters,6.7,78773.0,The Best of Me,2590,7.5,"Drama, Romance",117.0,23.702,Relativity Media,PG-13
65.0,68.8310047169019,65.0,19287154.461209387,0,1,0,1,6,14,0,0,0,0,2015-11-22,2015,11,22,1,1,10,"Others,United Kingdom","French,English",Tom Hiddleston,Jeremy Irons,Sienna Miller,Ben Wheatley,Amy Jump,J.G. Ballard,5.5,45940.0,High-Rise,1174,5.635,Drama,119.0,12.765,"Recorded Picture Company, HanWay Films, Film4 Productions, BFI, Northern Ireland Screen, Ingenious Media, SCOPE Pictures, S Films",R
65.0,76.0,65.0,48000000.0,0,0,0,0,1,9,0,0,0,0,2002-03-29,2002,3,29,1,0,23,United States of America,English,Jodie Foster,Kristen Stewart,Forest Whitaker,David Fincher,David Koepp,Missing_data,6.8,304372.0,Panic Room,5009,6.8,"Crime, Drama, Thriller",111.0,34.458,"Columbia Pictures, Hofflund/Polone, Indelible Pictures",R
99.0,97.0,99.0,5916755.460874449,0,0,0,1,4,0,0,0,0,0,1969-09-10,1969,9,10,0,0,56,"France,Others","English,French,German",Lino Ventura,Paul Meurisse,Jean-Pierre Cassel,Jean-Pierre Melville,Joseph Kessel,Jean-Pierre Melville,8.1,27228.0,Army of Shadows,660,7.9,"War, History, Thriller",145.0,11.787,"Fono Roma, Les Films Corona",Not Rated
32.0,14.0,32.0,100000000.0,0,0,0,0,0,4,0,0,0,0,2018-11-03,2018,11,3,1,1,7,United States of America,English,Taron Egerton,Jamie Foxx,Ben Mendelsohn,Otto Bathurst,Ben Chandler,David James Kelly,5.3,82569.0,Robin Hood,2988,5.905,"Adventure, Action, Thriller, Fantasy",116.0,20.906,"Appian Way, Safehouse Pictures, Summit Entertainment, Thunder Road, TIK Films, EMG Management, Lionsgate",PG-13
73.0,88.0,73.0,38000000.0,0,0,0,0,5,81,5,4,0,0,2020-12-25,2020,12,25,1,1,5,United States of America,"English,German",Tom Hanks,Helena Zengel,Tom Astor,Paul Greengrass,Paul Greengrass,Luke Davies,6.8,97816.0,News of the World,1773,6.959,"Drama, Western, Adventure",118.0,15.324,"Playtone, Pretty Pictures, Universal Pictures, Perfect World Pictures",PG-13
67.0,78.0,67.0,500000.0,0,0,0,0,3,18,0,0,0,0,2011-09-02,2011,9,2,1,0,14,"United Kingdom,Others","Others,English",Neil Maskell,MyAnna Buring,Harry Simpson,Ben Wheatley,Ben Wheatley,Amy Jump,6.4,46679.0,Kill List,780,6.21,"Horror, Thriller, Crime",95.0,9.172,"Warp X, Rook Films, Film4 Productions, UK Film Council, Protagonist Pictures, NonStop Entertainment, Madman Entertainment",Not Rated
38.0,21.0,38.0,2800000.0,0,0,0,0,0,7,0,0,0,0,2018-03-22,2018,3,22,0,0,7,United States of America,English,Bella Thorne,Patrick Schwarzenegger,Rob Riggle,Scott Speer,Kenji Bando,Eric Kirsten,6.6,37324.0,Midnight Sun,3439,7.806,"Romance, Drama",91.0,22.913,"Boies/Schiller Film Group, Wrigley Pictures, Universal Pictures",PG-13
76.0,88.67327660552577,76.0,4500000.0,0,1,0,0,21,50,0,0,0,0,2023-07-26,2023,7,26,0,1,2,"Others,United Kingdom","English,Others",Ari McCarthy,Hamish Phillips,Kit Erhart-Bruce,Danny Philippou,Danny Philippou,Bill Hinzman,7.1,173874.0,Talk to Me,3096,7.2,Horror,95.0,67.551,"Causeway Films, Screen Australia, South Australian Film Corporation, Bankside Films, Head Gear Films, Metrol Technology",R
20.0,10.0,20.0,2500000.0,0,0,0,0,1,0,0,0,0,0,2013-01-11,2013,1,11,1,0,12,United States of America,English,Marlon Wayans,Essence Atkins,Marlene Forte,Michael Tiddes,Marlon Wayans,Rick Alvarez,5.0,51040.0,A Haunted House,1914,5.9,"Comedy, Horror",86.0,33.328,"Open Road Films, Endgame Entertainment, Wayans Bros. Entertainment, IM Global",R
48.0,58.0,48.0,9300000.0,0,0,0,0,2,5,0,0,0,0,1990-08-17,1990,8,17,1,0,35,United States of America,"Others,English",George C. Scott,Ed Flanders,Brad Dourif,William Peter Blatty,William Peter Blatty,Missing_data,6.5,40567.0,The Exorcist III,773,6.245,Horror,110.0,16.484,Morgan Creek Entertainment,R
57.0,61.41266967211893,57.0,32201588.761413693,0,1,0,1,0,0,0,0,0,0,2024-04-12,2024,4,12,1,0,1,"Others,United States of America",English,Nicolas Cage,Jaeden Martell,Maxwell Jenkins,Benjamin Brewer,Mike Nilon,Missing_data,5.5,19659.0,Arcadian,601,6.1,"Action, Horror, Thriller, Science Fiction",92.0,198.181,"Highland Film Group, Redline Entertainment, Wild Atlantic Pictures, Aperture Media Partners, Saturn Films",R
75.0,81.0,75.0,50000000.0,0,0,0,0,3,55,0,0,0,0,2024-04-10,2024,4,10,0,0,1,"Others,United Kingdom,United States of America",English,Kirsten Dunst,Wagner Moura,Cailee Spaeny,Alex Garland,Alex Garland,Missing_data,7.0,221576.0,Civil War,3301,6.863,"War, Action, Drama",109.0,122.45,"DNA Films, IPR.VC, A24",R
67.0,84.0,67.0,20000000.0,0,0,0,0,3,10,0,0,0,0,2018-08-29,2018,8,29,0,0,7,"Canada,United States of America",English,Anna Kendrick,Blake Lively,Henry Golding,Paul Feig,Darcey Bell,Jessica Sharzer,6.8,173860.0,A Simple Favor,4189,6.636,"Crime, Thriller, Comedy",117.0,20.71,"Feigco Entertainment, Bron Studios",R
66.0,82.0,66.0,12000000.0,0,0,0,0,1,17,0,0,0,0,2002-04-01,2002,4,1,0,0,23,United States of America,English,Ice Cube,Cedric The Entertainer,Eve,Tim Story,Mark Brown,Don D. Scott,6.3,34346.0,Barbershop,484,6.361,"Comedy, Drama",102.0,22.979,"Metro-Goldwyn-Mayer, Cube Vision",PG-13
90.0,94.0,90.0,2000000.0,0,0,0,0,13,21,13,0,0,0,1961-09-25,1961,9,25,0,0,64,United States of America,English,Paul Newman,Jackie Gleason,Piper Laurie,Robert Rossen,Sidney Carroll,Robert Rossen,7.9,88252.0,The Hustler,983,7.7,"Drama, Romance",134.0,13.393,"Rossen Films, 20th Century Fox",Approved
74.0,87.0,74.0,7500000.0,0,0,0,0,2,7,0,0,0,0,2004-04-29,2004,4,29,0,0,21,"Others,France,United Kingdom,United States of America",English,Alex Etel,James Nesbitt,Daisy Donovan,Danny Boyle,Frank Cottrell Boyce,Missing_data,6.8,26550.0,Millions,384,6.41,"Comedy, Crime, Drama, Family",98.0,7.483,"Mission Pictures, UK Film Council, BBC Film, Pathé, MEDIA Programme of the European Union, Fox Searchlight Pictures, Inside Track, Ingenious Media",PG
45.0,35.0,45.0,30000000.0,0,0,0,0,0,2,0,0,0,0,2008-09-09,2008,9,9,0,0,17,"United States of America,Germany",English,Edward Norton,Colin Farrell,Noah Emmerich,Gavin O'Connor,Joe Carnahan,Gavin O'Connor,6.6,64022.0,Pride and Glory,880,6.355,"Crime, Drama, Mystery, Thriller",130.0,12.26,"New Line Cinema, Solaris Film, O'Connor Brothers, Avery Pix, Kumar Mobiliengesellschaft mbH & Co. Projekt Nr. 1 KG",R
56.0,54.0,56.0,6000000.0,0,0,0,0,0,0,0,0,0,0,1984-06-29,1984,6,29,1,1,41,United States of America,"English,Others",Tom Hanks,Tawny Kitaen,Adrian Zmed,Neal Israel,Bob Israel,Neal Israel,6.3,43476.0,Bachelor Party,651,6.3,Comedy,105.0,14.196,"Twin Continental, Bachelor Party Productions, Aspect Ratio Film, 20th Century Fox",R
66.0,75.0,66.0,21000000.0,0,0,0,0,1,0,0,0,0,0,2001-03-30,2001,3,30,1,0,24,"Others,United States of America","English,Spanish",Pierce Brosnan,Geoffrey Rush,Jamie Lee Curtis,John Boorman,John le Carré,Andrew Davies,6.1,31627.0,The Tailor of Panama,493,6.037,"Drama, Thriller",109.0,11.085,"Merlin Films, Columbia Pictures",R
73.0,86.0,73.0,15000000.0,0,0,0,0,5,16,0,0,0,0,2005-09-14,2005,9,14,0,0,20,United States of America,English,Robert Downey Jr.,Val Kilmer,Michelle Monaghan,Shane Black,Brett Halliday,Shane Black,7.5,240792.0,Kiss Kiss Bang Bang,2705,7.167,"Comedy, Crime, Mystery",103.0,17.531,"Silver Pictures, Warner Bros. Pictures",R
51.0,40.0,51.0,16989853.700595416,0,0,0,1,1,0,0,0,0,0,1990-11-21,1990,11,21,0,1,35,United States of America,English,Tom Selleck,Steve Guttenberg,Ted Danson,Emile Ardolino,Coline Serreau,Sara Parriott,5.5,27350.0,3 Men and a Little Lady,534,5.9,"Family, Comedy",104.0,12.021,"Touchstone Pictures, Interscope Communications",PG
67.0,74.0,67.0,22500000.0,0,0,0,0,21,153,21,1,0,0,2016-11-04,2016,11,4,1,1,9,"United States of America,Others",English,Amy Adams,Jake Gyllenhaal,Michael Shannon,Tom Ford,Tom Ford,Austin Wright,7.4,324194.0,Nocturnal Animals,7856,7.4,"Drama, Thriller",117.0,26.091,"Fade to Black, Artina Films, Focus Features, Perfect World Pictures",R
